"ｺｰﾄﾞ","勘定科目名"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"
"4111","売上高","44,451,670","47,007,573","48,251,530","49,133,394","51,319,102","50,747,783","54,624,580","61,342,031","61,747,978","57,913,903","66,050,397","54,950,411"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","44,451,670","47,007,573","48,251,530","49,133,394","51,319,102","50,747,783","54,624,580","61,342,031","61,747,978","57,913,903","66,050,397","54,950,411"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","0","0","0","0","0","0","0","362,182","0","0","32,545","311,430"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","0","0","0","0","362,182","0","0","32,545","311,430"
,"売上総利益","44,451,670","47,007,573","48,251,530","49,133,394","51,319,102","50,747,783","54,624,580","60,979,849","61,747,978","57,913,903","66,017,852","54,638,981"
"6111","給与手当","5,866,165","1,893,822","6,148,661","6,211,104","6,295,372","6,322,337","6,478,064","6,462,863","6,099,036","6,851,120","6,768,943","6,575,427"
"6311","雑給","2,900,882","2,925,017","2,943,168","2,894,447","2,898,959","2,941,675","2,791,397","3,269,631","2,799,907","3,185,863","3,099,026","3,056,733"
"6112","旅費交通費","125,236","89,973","113,186","124,559","114,415","121,278","106,610","123,180","179,821","231,273","156,535","110,558"
"6113","広告宣伝費","13,880,098","12,038,705","11,632,410","14,110,796","19,116,005","18,496,316","14,687,742","18,455,196","16,950,820","14,993,310","14,297,630","13,280,335"
"6114","販売促進費","6,883,364","7,470,732","9,460,519","11,248,513","11,836,436","13,566,504","13,889,882","17,573,646","15,501,252","15,415,147","17,164,242","14,263,646"
"6115","荷造発送費","26,709","39,592","37,213","27,570","34,511","19,495","34,916","17,008","20,083","19,273","32,490","27,929"
"6116","外注費","1,162,250","860,660","375,342","911,750","674,273","466,073","658,437","571,291","574,896","504,400","1,197,700","417,800"
"6117","支払手数料","6,334,665","6,023,179","4,954,565","5,063,155","4,634,242","4,768,119","4,716,092","5,232,545","4,198,397","4,936,856","4,448,018","4,405,846"
"6118","開発費","0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","1,388,058","1,388,058","1,388,058","1,263,874","1,263,874","1,263,874","1,263,874","1,263,874","1,263,874","1,263,874","1,263,874","1,263,874"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","600,000","-2,400,000","600,000","600,000","1,784,825","600,000","600,000","600,000","600,000","147,450","600,000","600,000"
"6312","法定福利費","1,401,706","1,687,658","1,886,372","1,381,988","1,369,843","2,332,620","1,383,926","1,452,582","1,431,187","1,349,086","1,376,246","2,940,162"
"6226","厚生費","0","0","670,380","208,535","8,624","13,595","0","3,247","0","2,040,325","147,284","0"
"6119","退職金","0","0","0","0","0","0","0","0","700,000","0","0","0"
"6214","減価償却費","343,000","907,930","479,000","479,000","479,000","479,000","479,000","479,000","479,000","479,000","479,000","479,000"
"6234","リース料","0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,138,182","1,138,182","1,138,182","1,138,182","1,087,273","1,087,273","1,110,909","1,110,909","1,110,909","1,110,909","1,110,909","1,110,909"
"6216","修繕費／車両関係費","0","39,950","0","0","0","0","0","0","0","0","0","0"
"6217","事務用消耗品費","0","15,051","19,362","24,191","11,410","12,429","28,917","34,091","18,483","12,858","23,015","15,934"
"6218","通信交通費","276,439","248,267","227,442","239,609","203,246","276,223","210,271","223,645","162,486","260,467","205,926","205,133"
"6219","水道光熱費","221,395","277,134","237,272","236,457","249,242","284,224","305,545","272,822","216,714","206,781","125,866","155,476"
"6221","租税公課","0","9,744","0","0","65,800","0","0","0","0","11,600","0","9,000"
"6222","寄付金","0","0","0","0","0","0","24,750","0","0","0","0","0"
"6223","接待交際費","0","0","0","2,945","71,093","0","0","0","9,588","0","8,565","67,605"
"6224","保険料","74,390","74,390","74,390","74,390","74,390","74,390","74,390","77,060","77,060","77,060","77,060","77,060"
"6225","備品消耗品費","15,316","-481,166","321,584","374,025","293,516","243,328","78,718","542,026","18,818","205,242","93,720","507,208"
"6227","管理諸費","186,658","249,958","261,744","286,658","876,658","200,676","324,639","230,858","238,158","394,837","223,568","197,491"
"6228","リース／レンタル料","1,731,500","1,726,500","3,095,542","2,876,696","2,848,841","2,907,171","2,907,633","2,939,433","3,185,043","3,313,857","3,548,582","3,617,569"
"6229","諸会費","90,000","24,000","10,000","10,000","10,000","10,000","10,000","10,000","17,200","10,000","10,000","10,000"
"6313","本部費","0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","2,071,927","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","44,646,013","38,319,263","46,074,392","49,788,444","56,301,848","56,486,600","52,165,712","60,944,907","55,852,732","57,020,588","56,458,199","53,394,695"
,"営業利益（損失）","-194,343","8,688,310","2,177,138","-655,050","-4,982,746","-5,738,817","2,458,868","34,942","5,895,246","893,315","9,559,653","1,244,286"
"7111","受取利息","608","1,075","4","4","4","4","581","922","4","47","4","4"
"7112","為替差益等","0","107,108","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","30,477","1,463,650","48,658","39,568","168,678","134,914","30,477","30,477","30,477","30,477","30,477","48,659"
,"営業外収益計","31,085","1,571,833","48,662","39,572","168,682","134,918","31,058","31,399","30,481","30,524","30,481","48,663"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損等","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","438","0","0","4,631","0","0","2,187","0","0","0","0"
,"営業外費用計","0","438","0","0","4,631","0","0","2,187","0","0","0","0"
,"経常利益（損失）","-163,258","10,259,705","2,225,800","-615,478","-4,818,695","-5,603,899","2,489,926","64,154","5,925,727","923,839","9,590,134","1,292,949"
